indices,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
22,-0.003136125441146,-0.103004602772258,-0.78685967256009,-0.054422829629004,0.011249104899702,-0.187623872670468,-0.082105223081223,-0.420402248592374,-0.283817144113174,-0.343904883830208,-0.022722933892697,-0.055623299095249,-0.224925070454483,0.420811350527759,0.741096714433922,0.18303777463995,0.7323951196208,0.118452131503789,0.007232542962077,0.533690531112436,0.057283259277573,0.194245868080295,0.380502445670241,0.169194305215869,0.245724243199694,0.213643609822243,-0.210879732044391,-0.002390526492039,-0.037971496233305,-0.0022451234508,-0.056158835790229,-0.6191971330208,-0.167530099593891,-0.280329137486414,-0.345881258151056,-0.509401912203197,-0.822530407621314,-0.112539392179452,-0.18513242167635,1.17186859884249,0.306610278346324,1.11711151009877,0.196324386930018,1.54671969166152,0.907789830510633,1.46292558238922,0.691887713649194,1.68765104037161,1.66659989613501,0.88284596293033
23,-0.007412209905136,-0.089740348438357,-0.264004187333143,-0.117893171340237,-0.088017198006122,-0.814034224787381,0.05493876764598,-0.189946661682353,-0.763393681092872,-0.234555365302354,-0.055965803611944,-0.058612642587299,-0.316889387467691,0.515830664307438,0.908356492038712,0.143471769739658,0.76500706910924,0.201335144342769,0.017890709789294,0.626302350286836,0.086009870967359,0.226217599589479,0.814999785119293,0.156420279294059,0.269545652305734,0.232206879072443,-1.11744014179964,-0.70071016880586,-0.303734548324706,-0.077027514488685,-0.118217253204367,0.304051229085005,-0.219336894802434,-0.257249134393477,-0.34851310140061,-0.652951144481725,-0.713323567068234,-0.010006927036837,0.086693422675968,1.00394060027646,0.396644103623222,0.774867473476008,0.116945191454314,1.08971713530334,1.24466818077839,1.85586324007992,0.87908477492393,1.40784385448582,0.9901583912953,1.14985547453115
24,0.00237981259713,-0.094188824689111,-0.256698104106738,-0.033040989361176,-0.019111094569829,0.076848866661014,-0.356569162989426,0.053103356383387,-0.770337318018337,-0.389158541093772,0.023507217251233,0.021549196145623,-0.4464870891542,0.365058740791164,0.957876001192537,0.246842406173285,0.723002940768012,0.113834700660734,0.017094486131932,0.467649276032151,0.10357432885948,0.004611298938919,0.779088939547959,0.074950423756914,0.154871559092188,-0.013595089923615,-0.992025728328762,-0.918211914586313,-0.127323599462246,-0.027970839294626,-0.079380259871748,-0.745419107879464,-0.697764936193204,-0.208002515498292,-0.66992037455097,-0.663727153123457,-0.651066569837203,-0.126259698868253,-0.110982018198494,0.896815882425794,0.302436303931638,1.50724504937275,0.125717280357482,1.34541400849527,1.14858209759352,0.823375603322656,0.632607591123869,1.2896750397663,1.29362724079206,0.657720069656057
25,-0.000892292061159,0.020907461116458,-0.423231270836844,-0.046429215690942,-0.030357409525139,-0.177765276040951,-0.241664365063429,-0.472825732746363,0.12703399520428,-0.356522814355931,-0.043272879560266,-0.031257760344898,-0.479954397891717,0.103472971086356,0.31572419879863,0.090999082583585,0.445034385685769,0.127184232680681,0.003667883870608,0.37645908561842,0.079194409590218,0.320547549363975,0.120615258650901,0.132007845865558,0.295180209132671,-0.098031569452627,-1.18158611275659,-0.539658141912854,-0.372950880741887,-0.153564204003606,-0.024896239074977,-0.786248429958912,-0.745635747816252,-0.403048016325944,-0.883392129471341,-0.554829061816625,-0.486265537709644,-0.173800145238942,-0.635570812915523,0.930567018533477,0.324181502646048,1.65648612300963,0.118550618271718,1.41491552339846,0.637549788696424,1.43062131447739,1.00577332316139,1.42781618961162,1.03104010021945,1.24553263759559
26,-0.003432350906016,-0.047127308152336,0.134086766124853,-0.01272165601196,-0.061385360599578,-0.208679272584099,-0.028654788100425,0.293515614944685,-0.525120840002963,-0.452598731642532,-0.023793375118242,-0.009095945705173,-0.107836500500285,0.585357541849805,0.715585189507314,0.086000863468851,0.119745436325153,0.127825424279028,0.012047561487591,0.136676330376583,0.025190228528886,0.196183672320526,0.944235027290928,0.196362236926913,0.13328901095139,0.027233607264857,-0.607918513797788,-0.572622308067234,-0.312400179637081,-0.145726254065069,-0.114725837125292,-0.472185959920415,-0.598653227536272,-0.339831992250846,-0.969985236320126,-0.690318769094213,-0.853786486341889,-0.118282365363236,-0.623385074508527,0.887372752798621,0.340422195767699,1.37219209319667,0.146109354112945,1.51143352830546,1.44149439858149,1.44650041245725,0.740324336945873,0.944274714857797,1.91067920024922,0.949346588082495
27,0.00221464481286,0.026159364221842,-0.098898576587396,-0.032562775565493,0.025453147429824,0.174635940291523,-0.485701907201563,-0.079148835110569,0.247302753747363,0.40021184587402,-0.007331468788355,-0.010152511576746,-0.194846358058823,0.46632562045387,0.02179765534441,-0.012237177465286,0.43150610353291,-0.063385836607816,0.006655473578927,-0.000803158837559,-0.005688138010606,0.063794457634468,-0.028926237206967,0.029706937572213,0.035549739153292,0.057635555927525,-0.573744303652114,-0.166799025618067,-0.460237487504583,-0.128248221561869,-0.047169392543565,-0.943957541380997,-0.849900490026763,-0.254418148137772,-0.645982888157071,-0.346500950522309,-0.622772322942078,-0.149348944405519,-0.288539851342087,0.510073281827807,0.363054995250844,1.61979754697191,0.198398370920977,1.20580094865164,0.991021116633184,1.11831393031922,0.890190838693877,1.06278932543074,1.42591629683829,0.590107481738483
28,0.004747269210052,-0.090349811125095,0.167451553659347,0.007054287915658,0.021155347087333,-0.254167518712316,-0.136630163004462,-0.414165116837289,0.093857741236617,0.362569249922352,-0.002670030682498,0.008931795141175,0.015833216541877,0.082014506271285,-0.575806925690404,-0.083158764843651,-0.359425963371129,0.014784652230599,-0.005859463221828,0.003767019577467,-0.02635835014217,-0.212665901494099,-0.338800014656144,-0.024575125214788,-0.17488909672527,-0.207732509581355,-0.733086369943267,-0.710559016751953,-0.295564464872841,-0.095049681908003,-0.103978892077391,-0.892936533399355,-0.591838165252214,-0.227910497230559,-0.789489419009823,-0.492775573393803,-0.426752770595438,-0.16404600874436,-0.391717048412478,1.567408066141,0.215273608239128,1.41798049096255,0.106419915620516,1.41225068857294,1.20500891311302,1.67698839229122,0.804080736751978,1.13282354794939,1.65998965183577,1.12860810331731
29,-0.003285806815764,0.170042073728589,0.74456241300597,0.058330483038954,0.028686578628595,0.212909874947837,0.224900167530172,0.613551246917832,-0.031362404946051,0.019275012124484,0.036543835145675,-0.04727138908165,0.327433627159021,0.104196979940062,0.053727352366914,0.033362311831339,0.211352034697418,0.040023577514206,0.002110187059729,0.132784962862447,-0.025251184052822,0.078573477957463,-0.297393440340807,0.012631732013014,-0.061606192411183,0.021448236488692,-0.536897308269743,-0.222241635043236,-0.330133300715443,-0.115626876578993,-0.071627689496219,-1.13054145280787,-0.622665691187074,-0.063473959827071,-0.417439863896079,-0.505125187798151,-0.698641929210338,-0.12733247667306,-0.62310655760132,0.67216163481565,0.281047472432046,1.03189871298166,0.211457052032623,1.62383467910193,1.09747644116554,1.18116052130675,1.18709304778177,1.01471175546854,1.13566488120225,0.829625136663851
30,0.001398538161594,-0.050370567686908,0.199848756300542,0.133598846223681,-0.005570678723676,0.637010884700542,0.316890963700505,0.296693549597757,0.119089817495541,-0.225156159477919,-0.00034094028693,0.018739159381215,0.036332230636225,-0.325302479903983,-0.250537487625636,0.02108860109145,0.265319804756662,-0.123112120516187,0.004725389697555,0.132075089471443,-0.016403409937253,0.043015358845265,-0.197013967549792,0.048793833437394,0.025055751560518,-0.095523321827369,-1.63626854242626,-0.801646612581838,-0.197025272935616,-0.131823756057539,-0.060319455515751,-0.666192996897594,-1.1257458889635,-0.137451147376102,-0.176516179941038,-0.805049656532544,-0.57504537123669,-0.063097529875296,-0.414892201539117,0.8411986097539,0.231127220921401,1.01825773368499,0.104066656321194,1.66866464423825,1.30391879614307,1.6484849810865,0.720476784607832,1.34739804895022,1.49413689757823,0.767389990493177
31,0.006706380731319,0.223437238982134,0.532093156495972,0.098404947844832,0.062328611298051,0.754298023617471,0.170318080255368,0.496786819332468,0.670931890841494,0.132441340103932,0.037300910106323,0.047605419536483,0.537452548586555,-0.202806828159072,-0.841059121600461,-0.187678554619596,-0.769126006778053,-0.180684409595903,-0.011841013857589,-0.374904352848012,-0.049162672354038,-0.206780670257791,-0.257099656036173,-0.105806754169904,-0.088936001815707,-0.184694724631704,-1.57087850805637,-0.10715919497868,-0.067885875993885,-0.098872203581038,-0.092385080488514,-0.934678323779817,-1.19169639863002,-0.281618131080753,-0.944837935798745,-0.14417667354113,-1.07913675954247,-0.122475100835594,-0.395563458723754,1.08689174086175,0.252742851009302,1.50617668126192,0.159563018444163,0.962153115401234,0.917210734820791,1.37984175518328,0.624336310773645,0.717899156578653,1.73501233852775,0.606986690245626
32,0.000977865564506,0.283174929058827,0.183466683800806,0.007085258196612,0.098725620271994,0.762078111394809,0.414226963030954,1.0972610716576,0.590401577440254,0.358759588029393,0.048482014731519,0.061343148048369,-0.01865853022075,-0.392006650015471,-0.498445419314376,-0.010623722891119,-0.262978968377921,-0.028847519424444,-0.007006262565249,-0.329276848889523,-0.000993711490573,0.0704943031459,-0.803132062369237,-0.096865988928818,-0.348456032508469,-0.130563830449271,-0.875494685716614,-0.575618935052038,-0.381953739999836,-0.045603053664117,-0.105731950172711,-1.13017472199742,-0.758011810779357,-0.229853682328481,-0.258132179866277,-0.638026410108758,-0.963750739448978,-0.057059647466078,-0.5212999794844,0.888032884509732,0.239004091523345,1.64139472969423,0.165122043488738,1.67789273542717,0.619814376930978,1.48779334074269,0.98293727724884,1.25197205073421,2.1693403106262,1.09715930170513
