indices,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1,-0.009670694181281,0.186719900776569,0.005600409730227,0.049350532296458,-0.052002892607559,0.036989788094352,-0.041913362309549,0.011981965720885,0.021680235918995,0.036399522405441,-0.249591414418117,0.001570217364322,-0.053054493740174,0.049019723290264,-0.009226272761331,0.006050408611667,0.030642178543718,0.019152930771248,0.016693783375195,0.040144753684927,-0.092794789063503,0.126308321251543,0.021484252100112,-0.115942849340805,-0.160418056583089,-0.063024382186821,-0.033627603189576,0.039069403622441,-0.099935723944852,-0.068653401058338,0.008796868815047,-0.037921350149073,0.059593141513573,-0.000949639850213,0.089053368869,0.039365125876457,-0.011071430296103,0.217022049657438,-0.000139369247116,0.070825539758144,-0.033266972774603,-0.208250539065095,0.080539160303228,-0.01136253901671,0.125171226485911,0.00320203736434,0.018232839755399,-0.047938967850436,-0.208281001782234,-0.10864664956246
2,0.032593484659907,0.104380485347426,-0.001412699375511,0.14879709436888,0.162077821253301,0.140165877122715,-0.009125020685758,0.01546545567165,-0.057093568128822,0.032327310651287,0.004009952093411,-0.008564832407291,0.147505882051092,-0.215697670709366,-0.070933873628527,0.023333859679136,0.049901365717761,-0.250407374129982,0.007860081309267,-0.011491534757302,-0.03828404908626,-0.12971894657066,-0.018766735157711,-0.366334981081223,0.131831168417943,0.08549010095738,-0.190369695923079,-0.099588724401278,-0.093701815965865,0.187768178932665,0.020566984423173,0.06414674890519,0.010363203893645,-0.043046253100854,-0.120439322495272,0.168513391250139,-0.029575731649392,0.067864243391006,-0.004716578975955,-0.00086415880404,0.118301908932476,-0.395775491730647,0.074042062028881,0.047993617837605,-0.020476984472041,-0.101126759740164,0.045714693888527,0.332191489193489,0.059323213290737,0.135395247028677
3,0.023702801543897,0.284656652457154,-0.002736441667987,-0.063875633947998,0.138298772761295,-0.14250989215477,0.090583668033232,0.021625249994028,-0.250740622022205,-0.039566546601849,-0.060260832874822,-0.026901922711642,-0.009602038887086,0.013952584690774,0.018457752338165,-0.079238072153103,0.071324189660936,-0.093515063554649,0.011131975691574,0.06811573464828,-0.019037507160644,0.033574444018938,-0.030016873418553,0.011116372674956,0.085030584945299,-0.046749553414729,-0.003849241828351,0.008614958359272,-0.029382187141946,0.026374828614991,-0.048575457478431,0.235821812721044,-0.010717936931518,0.022914774781241,0.205481766964065,0.046621332283974,-0.017931445116731,0.124235775757913,-0.00474698957679,0.137874731490784,-0.11942517554755,0.096078354951375,-0.085409444657534,0.067732011333626,-0.120827477680019,0.323850352804851,0.022646967008198,0.265774619288076,0.134477754676679,-0.00028243661899
4,-0.042645775178702,0.122385240999756,-0.001817015279657,0.282372980466571,0.066064263632251,0.248860332178883,0.105491244849119,-0.003791906043842,-0.15470195558072,-0.007725515546429,-0.044296416935846,0.094821050681366,-0.239983533503958,-0.231276206675285,0.191123639217921,0.03715843687768,0.02049626290429,0.073391492490555,-0.00863619075616,0.026034143238041,-0.038768234545024,0.049990353511161,0.138154855881837,-0.091981788444838,-0.001009962608502,0.137743604042782,0.096128441837046,-0.099644615591119,-0.016930400892474,0.148311598502684,0.125974013350047,-0.061474218628622,0.043624291604832,0.019000272984184,-0.191071627820907,-0.028765159873904,-0.064369925689996,0.039026482952981,-0.001884150292851,0.065876323412909,0.216819900727462,0.064650651320945,0.143769213210899,-0.075054687071222,-0.283083314378974,-0.185421774601096,0.051968640152177,-0.025815903049193,0.014118968992451,-0.094574309786078
5,-0.058157295173412,-0.085354087117455,0.007108138827641,-0.054846322635972,-0.037855455323381,-0.023630839652396,-0.162800362852329,-0.038704450715626,0.176917967168374,-0.071798854283339,0.115440104739111,-0.060151623402446,-0.142907580613619,0.077771964662623,-0.087422896418121,-0.002317909906486,0.012147516840333,0.030599943730467,0.045676246451055,-0.312221120550004,-0.168582571316482,0.253669990798403,-0.00443186421621,-0.109366005600313,-0.115615193695742,0.076553395207503,0.027491909429322,0.146428767360504,0.106642911771004,0.160062511466614,-0.017366790323629,-0.252583335269452,0.094830468233042,0.070822993474517,0.015276204570392,-0.124627680039225,-0.098870668114753,0.207129186888966,-0.00240020457946,0.061258272936969,0.201101241507395,0.055594831065032,-0.060454269880521,0.075675174156602,0.112556161555298,0.078300203738752,-0.041142771330803,0.391778230893809,-0.131560352058226,-0.032799338848442
6,-0.011612376929224,0.052801188794422,0.001433865486504,0.030809659616922,0.030042274127072,0.094521516756519,-0.054152194271463,0.024445849642689,-0.206031168650316,-0.086187904540741,-0.222152603308911,-0.027834454492508,0.051429499911732,0.132444033988125,-0.105490570620689,-0.033784535003075,-0.07009358080743,0.028122228302795,0.035185936207494,0.10831155234935,-0.052918747388553,-0.119995202646792,-0.103312436849816,0.115827522207317,0.184944988415668,-0.126326263577072,-0.064940158787521,0.162973182118681,0.061413651351916,-0.0830830268083,-0.160934328337313,0.114563370120396,-0.047007455625758,0.023351655318134,-0.113671359519615,0.076639298964617,0.129173070549715,0.077875263774873,-0.005875242221415,-0.019663833768837,-0.008712972394832,-0.07140921321962,0.059595629249793,0.067278485916752,-0.061849953227456,-0.000120244911486,0.053704128770435,-0.15679996823801,0.033051191103189,-0.221171154461703
7,0.035878811984568,0.185845636362765,-0.006552683811937,-0.137748522920561,0.112943388507358,0.229765342320978,0.015786499454737,0.043084807564376,0.056068344770336,-0.094667615434573,-0.045893547632721,0.032666562080745,-0.021122042475238,0.76091842432257,-0.14714758448211,0.020873649949633,0.123647883604881,-0.010948111165574,-0.073859770111506,-0.216339218444968,-0.123799823157434,0.040261893725118,0.065220300692832,-0.006592891117581,0.075130623488075,0.12645995137246,-0.075698156588604,-0.062286279519656,-0.048114527593553,0.286668827046055,0.149675971606962,0.35456852802866,0.06412797138114,-0.041369943357148,0.089276315503627,-0.141573604224532,0.262453276368564,0.101663619183512,0.01271304114625,0.039747541069805,0.000725144535544,-0.070112389658073,0.180115849091881,-0.08122290538655,-0.476273621664943,0.301152212990444,-0.074586784872009,0.002294385334869,-0.052790592816473,0.03269471571489
8,-0.007783761495768,-0.121056907889824,0.008691490035824,-0.267165302146398,-0.057804608624423,-0.134782777857621,-0.048399026347812,0.002534416370728,0.404045843413148,0.080604333524451,-0.191994981339234,-0.013907574030088,-0.011386585838887,0.089838690344182,0.076294516132466,-0.002900659514182,-0.056951127411396,-0.05235340407562,-0.030505349500067,0.127985817742117,0.041060006395773,0.224950524620419,0.027493968065679,0.022606010906852,-0.06404497016105,0.04135732248875,0.061634936822436,0.040966151399048,0.115592771614489,0.173489939835692,-0.105349810688518,0.095958360612081,-0.02994806247222,0.011103520803903,-0.25928758340184,-0.035780148131784,0.003828129165025,-0.047733633365739,0.005315880707465,0.324183569096352,-0.012422970740574,0.016798559033494,0.161732878906557,-0.015030303292543,-0.007379849130988,0.22751518582187,-0.161240337832568,0.228416043110199,-0.017259687072182,0.041139965561854
9,0.050873010013931,0.208112200984923,0.006096791019989,-0.1256893440969,-0.336772918702507,0.178304642053967,0.011297102996207,-0.004381011537854,-0.102001301845401,-0.069106983327548,0.033715817875035,0.112851504188203,0.16927980113086,0.002463459292834,-0.076624722212728,0.064352562704574,-0.003180724736131,-0.054280285821206,-0.024296847949213,-0.093437356474967,-0.135147583321453,0.152943926899623,-0.040930859895605,0.274096097273019,0.057846043755904,0.092921796640169,-0.048320624914742,-0.206641543703883,-0.0754372895185,-0.157680948215476,-0.084233290946393,-0.062776386254342,-0.028682830118268,-0.085140681999149,-0.057444577258201,-0.073416723167633,-0.109814563795125,-0.103819487003989,-0.000995069283348,0.058561979525878,-0.114549410338732,-0.028529939605369,-0.093954090255246,0.056029502156652,0.135215585155123,0.073341572812455,-0.02791225930164,0.060376343506439,0.196542013275067,-0.037805026078337
10,-0.026677452104258,0.133597151749263,-0.001849574670574,-0.121008747055528,-0.020439586535942,0.063423820101512,0.087433080130244,-0.023374542487629,-0.004024169401356,-0.015728604898126,-0.074897289095895,-0.035977457749823,-0.132802480950557,-0.196441714312919,0.05189443236159,0.050268628416047,0.163679222781826,0.057808723427535,-0.00454811754886,-0.163914940108432,0.025156652606658,0.097784995860019,-0.046958109787961,-0.188088855002884,0.034930217843509,0.077007373541296,0.064263596832083,-0.119658183000939,-0.001392132400223,0.204049332480092,-0.001586387457632,0.062898150460835,-0.076151218534271,-0.045069877763149,0.168053659826815,-0.167357223934168,0.131714617810672,0.080707343594957,-0.004562075045116,-0.31032270679583,-0.053374597969444,-0.00512808638875,-0.024561591090757,-0.018267792308876,0.081586459138797,-0.011507710811375,0.03626762568692,0.007398045249264,0.240964306465875,0.051705291398902
